Timestamp,CPU Usage,Memory Usage,Load Average 1min,Load Average 5min,Load Average 15min,Free Memory (bytes),Total Memory (bytes)
"2025-10-14T19:29:24.475Z",0.11923498040284475,0.9902667999267578,2.18408203125,1.80517578125,1.8798828125,83607552,8589934592
"2025-10-14T19:29:29.476Z",0.11923282589914208,0.9894390106201172,2.2490234375,1.82470703125,1.88623046875,90718208,8589934592
"2025-10-14T19:29:34.477Z",0.11922949289160356,0.9928836822509766,2.22900390625,1.8271484375,1.88671875,61128704,8589934592
"2025-10-14T19:29:39.479Z",0.11922771073691985,0.9927845001220703,2.13037109375,1.81298828125,1.88134765625,60932096,8589934592
"2025-10-14T19:29:44.479Z",0.11922274160947555,0.9935226440429688,2.11962890625,1.81591796875,1.8818359375,55640064,8589934592
"2025-10-14T19:29:49.481Z",0.11921935325643018,0.9931240081787109,2.27001953125,1.85205078125,1.89404296875,59064320,8589934592
"2025-10-14T19:29:54.483Z",0.11921489317087375,0.9919013977050781,2.087890625,1.8212890625,1.8828125,69566464,8589934592
"2025-10-14T19:29:59.483Z",0.11921535010470141,0.9925174713134766,2.08056640625,1.82421875,1.88330078125,64274432,8589934592
"2025-10-14T19:30:04.485Z",0.11921064774994428,0.9934291839599609,1.99365234375,1.81005859375,1.8779296875,56442880,8589934592
"2025-10-14T19:30:09.487Z",0.11921110926662737,0.99298095703125,1.9140625,1.79638671875,1.87255859375,60293120,8589934592
"2025-10-14T19:30:14.487Z",0.11920757735201382,0.9901905059814453,1.8408203125,1.78271484375,1.8671875,84262912,8589934592
"2025-10-14T19:30:19.488Z",0.11920350635597554,0.9930229187011719,1.7734375,1.76953125,1.86181640625,59932672,8589934592
"2025-10-14T19:30:24.489Z",0.11919902682487671,0.9922008514404297,1.79150390625,1.77294921875,1.8623046875,66994176,8589934592
"2025-10-14T19:30:29.495Z",0.1191989525488214,0.9945716857910156,1.72802734375,1.759765625,1.85693359375,46628864,8589934592
"2025-10-14T19:30:34.497Z",0.1191989393902112,0.9902267456054688,1.66943359375,1.7470703125,1.8515625,83951616,8589934592
"2025-10-14T19:30:39.497Z",0.11919562585219878,0.9924488067626953,1.61572265625,1.734375,1.84619140625,64864256,8589934592
"2025-10-14T19:30:44.499Z",0.11919018809927995,0.9902477264404297,1.646484375,1.73876953125,1.8466796875,83771392,8589934592
"2025-10-14T19:30:49.501Z",0.11918715728673723,0.9950294494628906,1.51416015625,1.70947265625,1.83544921875,42696704,8589934592
"2025-10-14T19:30:54.502Z",0.11918215760018946,0.9922447204589844,1.47265625,1.697265625,1.830078125,66617344,8589934592
"2025-10-14T19:30:59.503Z",0.11918339664011501,0.9909420013427734,1.5146484375,1.7021484375,1.8310546875,77807616,8589934592
"2025-10-14T19:31:04.505Z",0.11917767764076637,0.9919700622558594,1.47314453125,1.6904296875,1.826171875,69140480,8589934592
"2025-10-14T19:31:09.507Z",0.11917541477585647,0.9925556182861328,1.43505859375,1.6787109375,1.8212890625,63946752,8589934592
"2025-10-14T19:31:14.508Z",0.1191716178648421,0.9945125579833984,1.47998046875,1.68359375,1.822265625,47136768,8589934592
"2025-10-14T19:31:19.509Z",0.11916780548493,0.9921207427978516,1.521484375,1.6884765625,1.8232421875,67682304,8589934592
"2025-10-14T19:31:24.510Z",0.11916244348809935,0.991302490234375,1.4794921875,1.6767578125,1.818359375,74711040,8589934592
"2025-10-14T19:31:29.512Z",0.11915793913117845,0.9935493469238281,1.68115234375,1.71484375,1.8310546875,55410688,8589934592
"2025-10-14T19:31:34.512Z",0.11915209200353272,0.9930343627929688,1.62646484375,1.70263671875,1.826171875,59834368,8589934592
"2025-10-14T19:31:39.513Z",0.119147063930095,0.9947834014892578,1.576171875,1.69091796875,1.8212890625,44810240,8589934592
"2025-10-14T19:31:44.514Z",0.11914297766748116,0.9924564361572266,1.44970703125,1.66259765625,1.810546875,64798720,8589934592
"2025-10-14T19:31:49.516Z",0.11913897121468664,0.9932994842529297,1.41357421875,1.6513671875,1.8056640625,57556992,8589934592
"2025-10-14T19:31:54.517Z",0.11913339333898054,0.9932727813720703,1.46044921875,1.65673828125,1.806640625,57786368,8589934592
